congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
116,House,20307,71,22,CA,200,,,"NUNES, Devin",N000181,1973,,0.447,0.201,-1.63486,0.97553,66,0,,0.437,0.9
116,House,20310,71,38,CA,100,,,"SÁNCHEZ, Linda T.",S001156,1969,,-0.508,-0.14,-0.34215,0.99441,61,0,,-0.545,-0.134
116,House,20501,71,16,CA,100,,,"COSTA, Jim",C001059,1952,,-0.188,0.468,-7.25075,0.89743,67,3,,-0.281,0.283
116,House,20538,71,6,CA,100,,,"MATSUI, Doris",M001163,1944,,-0.435,-0.173,-2.7229,0.95897,65,1,,-0.283,-0.136
116,House,20702,71,9,CA,100,,,"McNERNEY, Jerry",M001166,1951,,-0.26,-0.146,-0.92114,0.98476,60,0,,-0.521,-0.239
116,House,20703,71,23,CA,200,,,"MCCARTHY, Kevin",M001165,1965,,0.462,0.197,-7.66677,0.88874,65,3,,0.442,-0.008
116,House,20762,71,14,CA,100,,,"SPEIER, Karen Lorraine Jacqueline (Jackie)",S001175,1950,,-0.384,-0.458,-0.48549,0.99278,67,0,,-0.522,-0.239
116,House,20903,71,4,CA,200,,,"McCLINTOCK, Tom",M001177,1956,,0.748,-0.512,-10.75718,0.85167,67,9,,0.611,-0.387
116,House,20955,71,27,CA,100,,,"CHU, Judy",C001080,1953,,-0.488,-0.376,-0.41616,0.99362,65,0,,-0.522,-0.239
116,House,20958,71,3,CA,100,,,"GARAMENDI, John",G000559,1945,,-0.309,-0.097,-0.7628,0.98833,65,0,,-0.522,-0.239
116,House,20963,71,50,CA,200,,,"HUNTER, Duncan Duane",H001048,1976,,0.515,0.132,-7.50822,0.89399,67,2,,0.747,0.665
116,House,21110,71,37,CA,100,,,"BASS, Karen",B001270,1953,,-0.587,-0.094,-2.55323,0.96028,63,1,,-0.863,-0.343
116,House,21302,71,1,CA,200,,,"LaMALFA, Doug",L000578,1960,,0.549,0.104,-2.42593,0.95904,58,1,,0.433,0.902
116,House,21303,71,2,CA,100,,,"HUFFMAN, Jared",H001068,1964,,-0.425,-0.539,-5.3354,0.9188,63,1,,-0.215,-0.47
116,House,21304,71,7,CA,100,,,"BERA, Ami",B001287,1965,,-0.228,0.005,-2.5115,0.96321,67,1,,-0.284,-0.136
116,House,21305,71,8,CA,200,,,"COOK, Paul",C001094,1943,,0.387,0.18,-6.58844,0.90635,67,2,,0.286,0.6
116,House,21306,71,15,CA,100,,,"SWALWELL, Eric",S001193,1980,,-0.364,-0.116,-0.5523,0.99167,66,0,,-0.522,-0.239
116,House,21308,71,26,CA,100,,,"BROWNLEY, Julia",B001285,1952,,-0.284,0.051,-5.17319,0.92569,67,3,,-0.281,0.283
116,House,21309,71,29,CA,100,,,"CÁRDENAS, Tony",C001097,1963,,-0.38,0.025,-2.53147,0.9618,65,1,,-0.506,0.378
116,House,21311,71,36,CA,100,,,"RUIZ, Raul",R000599,1972,,-0.239,0.067,-5.42258,0.92225,67,4,,-0.402,0.801
116,House,21312,71,41,CA,100,,,"TAKANO, Mark",T000472,1960,,-0.465,-0.256,-0.38161,0.99432,67,0,,-0.522,-0.239
116,House,21313,71,47,CA,100,,,"LOWENTHAL, Alan",L000579,1941,,-0.449,-0.358,-0.40654,0.99395,67,0,,-0.522,-0.239
116,House,21314,71,51,CA,100,,,"VARGAS, Juan",V000130,1961,,-0.397,0.12,-4.1756,0.93869,66,1,,-0.522,-0.239
116,House,21315,71,52,CA,100,,,"PETERS, Scott",P000608,1958,,-0.177,-0.061,-4.19471,0.93931,67,2,,-0.293,0.171
116,House,21504,71,11,CA,100,,,"DESAULNIER, Mark James",D000623,1952,,-0.532,-0.345,-0.41965,0.99376,67,0,,-0.522,-0.239
116,House,21506,71,31,CA,100,,,"AGUILAR, Peter Rey",A000371,1979,,-0.285,0.132,-3.47681,0.94943,67,2,,-0.293,0.171
116,House,21507,71,33,CA,100,,,"LIEU, Ted",L000582,1969,,-0.362,-0.252,-0.47335,0.99285,66,0,,-0.522,-0.239
116,House,21508,71,35,CA,100,,,"TORRES, Norma Judith",T000474,1965,,-0.359,0.029,-0.80281,0.98791,66,0,,-0.521,-0.239
116,House,21703,71,44,CA,100,,,"BARRAGÁN, Nanette Diaz",B001300,1976,,-0.508,0.137,-0.62453,0.99058,66,0,,-0.521,-0.239
116,House,21709,71,24,CA,100,,,"CARBAJAL, Salud",C001112,1964,,-0.296,0.175,-1.74739,0.97426,67,0,,-0.522,-0.239
116,House,21711,71,46,CA,100,,,"CORREA, Jose Luis",C001110,1958,,-0.274,0.35,-7.0698,0.89986,67,2,,-0.314,0.314
116,House,21728,71,17,CA,100,,,"KHANNA, Rohit",K000389,1976,,-0.611,-0.167,-6.40157,0.90888,67,1,,-0.278,-0.782
116,House,21740,71,20,CA,100,,,"PANETTA, James Varni",P000613,1969,,-0.309,-0.007,-3.94576,0.94281,67,2,,-0.547,0.739
116,House,21754,71,34,CA,100,,,"GOMEZ, Jimmy",G000585,1974,,-0.614,-0.003,-2.71097,0.96035,67,1,,-0.522,-0.239
116,House,21907,71,39,CA,100,,,"CISNEROS, Gil",C001123,1972,,-0.331,0.807,-6.4116,0.90874,67,3,,-0.331,0.807
116,House,21909,71,21,CA,100,,,"COX, TJ",C001124,1963,,-0.499,-0.208,-0.3764,0.9944,67,0,,-0.522,-0.239
116,House,21930,71,10,CA,100,,,"HARDER, Josh",H001090,1986,,-0.332,0.428,-2.16401,0.96675,64,1,,-0.332,0.426
116,House,21932,71,25,CA,100,,,"HILL, Katie",H001087,1987,,-0.547,0.445,-1.66193,0.97513,66,1,,-0.569,0.459
116,House,21939,71,49,CA,100,,,"LEVIN, Mike",L000593,1978,,-0.499,-0.208,-0.3764,0.9944,67,0,,-0.522,-0.239
116,House,21954,71,45,CA,100,,,"PORTER, Katie",P000618,1974,,-0.396,0.798,-2.8285,0.95742,65,2,,-0.398,0.801
116,House,21960,71,48,CA,100,,,"ROUDA, Harley",R000616,1961,,-0.345,0.939,-5.77509,0.91742,67,2,,-0.345,0.939
116,House,29106,71,43,CA,100,,,"WATERS, Maxine",W000187,1938,,-0.654,-0.081,-14.32621,0.80488,66,4,,-0.399,0.798
116,House,29312,71,18,CA,100,,,"ESHOO, Anna Georges",E000215,1942,,-0.381,-0.432,-0.47285,0.99297,67,0,,-0.522,-0.239
116,House,29317,71,40,CA,100,,,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.471,-0.19,-0.38235,0.99413,65,0,,-0.522,-0.239
116,House,29323,71,42,CA,200,,,"CALVERT, Ken",C000059,1953,,0.349,0.205,-3.04715,0.95554,67,0,,0.433,0.901
116,House,29504,71,19,CA,100,,,"LOFGREN, Zoe",L000397,1947,,-0.402,-0.444,-0.46285,0.99312,67,0,,-0.522,-0.239
116,House,29707,71,30,CA,100,,,"SHERMAN, Brad",S000344,1954,,-0.342,-0.148,-3.18452,0.95358,67,1,,-0.569,0.459
116,House,29778,71,13,CA,100,,,"LEE, Barbara",L000551,1946,,-0.683,-0.583,-0.80042,0.98812,67,0,,-0.522,-0.239
116,House,29901,71,5,CA,100,,,"THOMPSON, Michael",T000460,1951,,-0.396,0.058,-6.42868,0.90851,67,3,,-0.281,0.283
116,House,29903,71,32,CA,100,,,"NAPOLITANO, Grace Flores",N000179,1936,,-0.448,-0.248,-0.38682,0.99424,67,0,,-0.522,-0.239
116,House,20704,62,5,CO,200,,,"LAMBORN, Doug",L000564,1954,,0.688,0.187,-2.68717,0.9601,66,0,,0.433,0.902
116,House,20705,62,7,CO,100,,,"PERLMUTTER, Ed",P000593,1953,,-0.282,0.081,-3.69092,0.9464,67,2,,-0.345,0.378
116,House,21111,62,3,CO,200,,,"TIPTON, Scott",T000470,1956,,0.454,-0.032,-4.6718,0.93166,66,1,,0.471,-0.037
116,House,21510,62,4,CO,200,,,"BUCK, Kenneth Robert",B001297,1959,,0.755,-0.473,-12.27049,0.80932,58,9,,0.548,-0.335
116,House,21912,62,6,CO,100,,,"CROW, Jason",C001121,1979,,-0.168,0.222,-5.97236,0.91472,67,4,,-0.168,0.22
116,House,21948,62,2,CO,100,,,"NEGUSE, Joseph",N000191,1984,,-0.499,-0.208,-0.3764,0.9944,67,0,,-0.522,-0.239
116,House,29710,62,1,CO,100,,,"DeGETTE, Diana",D000197,1957,,-0.432,-0.312,-0.39928,0.99406,67,0,,-0.522,-0.239
116,House,20706,1,2,CT,100,,,"COURTNEY, Joe",C001069,1953,,-0.344,0.017,-0.83693,0.98759,67,0,,-0.522,-0.239
116,House,20907,1,4,CT,100,,,"HIMES, James A.",H001047,1966,,-0.241,-0.252,-2.20644,0.96558,63,1,,-0.273,-0.135
116,House,21931,1,5,CT,100,,,"HAYES, Jahana",H001081,1973,,-0.478,-0.207,-0.33882,0.99488,66,0,,-0.5,-0.239
116,House,29109,1,3,CT,100,,,"DeLAURO, Rosa L.",D000216,1943,,-0.416,-0.121,-0.45367,0.99271,62,0,,-0.521,-0.239
116,House,29908,1,1,CT,100,,,"LARSON, John B.",L000557,1948,,-0.398,-0.056,-0.5443,0.99191,67,0,,-0.522,-0.239
116,House,21706,11,1,DE,100,,,"BLUNT ROCHESTER, Lisa",B001303,1962,,-0.324,-0.097,-0.69957,0.98946,66,0,,-0.522,-0.239
116,House,20316,43,25,FL,200,,,"DIAZ-BALART, Mario",D000600,1961,,0.277,0.104,-9.78866,0.86407,67,2,,0.384,-0.086
116,House,20504,43,23,FL,100,,,"WASSERMAN SCHULTZ, Debbie",W000797,1966,,-0.422,0.063,-0.67069,0.99004,67,0,,-0.522,-0.239
116,House,20708,43,14,FL,100,,,"CASTOR, Kathy",C001066,1966,,-0.439,0.049,-0.60629,0.99086,66,0,,-0.522,-0.239
116,House,20709,43,16,FL,200,,,"BUCHANAN, Vernon G.",B001260,1951,,0.359,-0.147,-7.31619,0.89198,64,2,,0.347,0.556
116,House,20758,43,12,FL,200,,,"BILIRAKIS, Gus",B001257,1963,,0.404,0.024,-6.27004,0.91066,67,3,,0.413,0.149
116,House,20909,43,8,FL,200,,,"POSEY, Bill",P000599,1947,,0.513,-0.316,-10.18624,0.85896,67,4,,0.504,-0.323
116,House,20959,43,22,FL,100,,,"DEUTCH, Theodore E. (Ted)",D000610,1966,,-0.4,-0.103,-0.43381,0.99314,63,0,,-0.521,-0.239
116,House,21116,43,11,FL,200,,,"WEBSTER, Daniel A.",W000806,1949,,0.485,-0.015,-9.83661,0.86154,66,4,,0.536,-0.227
116,House,21118,43,24,FL,100,,,"WILSON, Frederica",W000808,1942,,-0.474,-0.017,-0.25782,0.99144,30,0,,-0.635,-0.442
116,House,21317,43,3,FL,200,,,"YOHO, Ted",Y000065,1955,,0.7,-0.369,-8.7765,0.87549,66,5,,0.847,0.14
116,House,21321,43,21,FL,100,,,"FRANKEL, Lois",F000462,1948,,-0.403,-0.094,-0.32871,0.99358,51,0,,-0.475,-0.212
116,House,21712,43,13,FL,100,,,"CRIST, Charlie Joseph Jr.",C001111,1956,,-0.211,-0.024,-2.63093,0.96149,67,1,,-0.284,-0.136
116,House,21713,43,10,FL,100,,,"DEMINGS, Valdez Butler",D000627,1957,,-0.347,-0.228,-0.51116,0.9924,67,0,,-0.522,-0.239
116,House,21714,43,2,FL,200,,,"DUNN, Neal Patrick",D000628,1953,,0.507,0.266,-3.19741,0.9534,67,2,,0.578,0.43
116,House,21719,43,1,FL,200,,,"GAETZ, Matthew L. II",G000578,1982,,0.719,-0.469,-11.32202,0.81985,57,6,,0.613,-0.544
116,House,21732,43,5,FL,100,,,"LAWSON, Alfred Jr.",L000586,1948,,-0.254,0.076,-2.47694,0.96084,62,1,,-0.284,-0.143
116,House,21735,43,18,FL,200,,,"MAST, Brian Jeffery",M001199,1980,,0.344,-0.147,-5.73659,0.87776,44,2,,0.45,0.893
116,House,21738,43,7,FL,100,,,"MURPHY, Stephanie",M001202,1978,,-0.155,0.023,-3.84371,0.94425,67,1,,-0.569,0.459
116,House,21742,43,19,FL,200,,,"ROONEY, Francis",R000607,1953,,0.563,-0.279,-2.58245,0.95155,52,0,,0.444,0.896
116,House,21744,43,4,FL,200,,,"RUTHERFORD, John Henry",R000609,1952,,0.357,0.525,-5.40452,0.91902,64,2,,0.552,0.069
116,House,21746,43,9,FL,100,,,"SOTO, Darren Michael",S001200,1978,,-0.382,0.151,-1.03648,0.98465,67,0,,-0.522,-0.239
116,House,21947,43,26,FL,100,,,"MUCARSEL-POWELL, Debbie",M001207,1971,,-0.253,0.023,-3.87488,0.94381,67,2,,-0.252,0.015
116,House,21963,43,27,FL,100,,,"SHALALA, Donna",S001206,1941,,-0.499,-0.208,-0.3764,0.9944,67,0,,-0.522,-0.239
116,House,21967,43,15,FL,200,,,"SPANO, Ross",S001210,1966,,0.615,-0.118,-7.02668,0.90044,67,2,,0.602,-0.125
116,House,21971,43,17,FL,200,,,"STEUBE, William",S001214,1978,,0.66,-0.398,-5.68865,0.90954,60,1,,0.656,-0.399
116,House,21981,43,6,FL,200,,,"WALTZ, Michael",W000823,1974,,0.441,0.543,-2.50624,0.96328,67,1,,0.492,0.38
116,House,29337,43,20,FL,100,,,"HASTINGS, Alcee Lamar",H000324,1936,,-0.564,0.157,-2.18349,0.96426,60,1,,-0.569,0.459
116,House,15431,44,5,GA,100,,,"LEWIS, John R.",L000287,1940,,-0.59,-0.224,-0.41703,0.99379,67,0,,-0.522,-0.239
116,House,20321,44,13,GA,100,,,"SCOTT, David",S001157,1945,,-0.301,0.166,-1.65471,0.97524,66,0,,-0.522,-0.239
116,House,20712,44,4,GA,100,,,"JOHNSON, Hank",J000288,1954,,-0.469,0.015,-3.61806,0.94743,67,1,,-0.861,-0.354
116,House,20962,44,14,GA,200,,,"GRAVES, Tom",G000560,1970,,0.738,-0.031,-4.86351,0.92998,67,0,,0.578,0.43
116,House,21122,44,7,GA,200,,,"WOODALL, Rob",W000810,1970,,0.64,-0.236,-6.34083,0.9084,66,1,,0.579,0.416
116,House,21123,44,8,GA,200,,,"SCOTT, Austin",S001189,1969,,0.57,0.166,-2.81863,0.9588,67,1,,0.492,0.38
116,House,21323,44,9,GA,200,,,"COLLINS, Doug",C001093,1966,,0.62,0.066,-5.56332,0.91797,65,3,,0.495,-0.001
116,House,21513,44,1,GA,200,,,"CARTER, Buddy",C001103,1957,,0.57,0.334,-2.86678,0.95811,67,1,,0.578,0.43
116,House,21514,44,10,GA,200,,,"HICE, Jody Brownlow",H001071,1960,,0.746,-0.136,-7.89316,0.88887,67,5,,0.748,-0.161
116,House,21515,44,11,GA,200,,,"LOUDERMILK, Barry D.",L000583,1963,,0.664,-0.076,-3.10101,0.9527,64,0,,0.445,0.896
116,House,21516,44,12,GA,200,,,"ALLEN, Rick W.",A000372,1951,,0.623,0.256,-11.29653,0.84484,67,4,,0.775,-0.037
116,House,21717,44,3,GA,200,,,"FERGUSON, Anderson Drew IV",F000465,1967,,0.518,0.166,-2.27206,0.96666,67,1,,0.433,0.901
116,House,21944,44,6,GA,100,,,"McBATH, Lucy",M001208,1960,,-0.52,0.523,-1.30213,0.98046,66,0,,-0.534,0.534
116,House,29339,44,2,GA,100,,,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.281,0.469,-4.49355,0.93513,67,2,,-0.522,-0.239
116,House,20322,82,1,HI,100,,,"CASE, Ed",C001055,1952,,-0.204,-0.161,-3.42296,0.95019,67,1,,-0.569,0.459
116,House,21324,82,2,HI,100,,,"GABBARD, Tulsi",G000571,1981,,-0.279,-0.247,-4.58518,0.9298,63,1,,-0.28,-0.816
116,House,21920,63,1,ID,200,,,"FULCHER, Russell",F000469,1973,,0.556,-0.079,-6.30263,0.90892,66,2,,0.607,-0.078
116,House,29910,63,2,ID,200,,,"SIMPSON, Michael K.",S001148,1950,,0.293,0.279,-9.98953,0.86149,67,5,,0.398,0.054
116,House,20508,21,3,IL,100,,,"LIPINSKI, Daniel",L000563,1966,,-0.232,0.18,-7.12146,0.89772,66,2,,-0.191,-0.016
116,House,20749,21,11,IL,100,,,"FOSTER, Bill",F000454,1955,,-0.225,-0.231,-1.04577,0.98404,65,0,,-0.506,-0.209
116,House,20954,21,5,IL,100,,,"QUIGLEY, Mike",Q000023,1958,,-0.32,-0.289,-0.30386,0.99477,58,0,,-0.489,-0.147
116,House,21128,21,16,IL,200,,,"KINZINGER, Adam",K000378,1978,,0.267,0.317,-15.01881,0.77526,59,9,,0.259,-0.047
116,House,21326,21,10,IL,100,,,"SCHNEIDER, Brad",S001190,1961,,-0.165,-0.217,-2.32899,0.96584,67,0,,-0.522,-0.239
116,House,21328,21,13,IL,200,,,"DAVIS, Rodney",D000619,1970,,0.295,0.116,-7.48816,0.88448,61,3,,0.291,0.098
116,House,21329,21,17,IL,100,,,"BUSTOS, Cheri",B001286,1961,,-0.235,0.029,-2.46704,0.96385,67,1,,-0.569,0.459
116,House,21371,21,2,IL,100,,,"KELLY, Robin L.",K000385,1956,,-0.462,-0.008,-0.49223,0.99268,67,0,,-0.522,-0.239
116,House,21519,21,12,IL,200,,,"BOST, Mike",B001295,1960,,0.263,0.527,-2.75945,0.95577,61,0,,0.419,0.908
116,House,21562,21,18,IL,200,,,"LaHOOD, Darin",L000585,1968,,0.45,0.093,-2.30217,0.96173,59,1,,0.414,0.91
116,House,21730,21,8,IL,100,,,"KRISHNAMOORTHI, S. Raja",K000391,1973,,-0.312,-0.177,-4.4273,0.93512,66,2,,-0.252,0.015
116,House,21906,21,6,IL,100,,,"CASTEN, Sean",C001117,1971,,-0.451,0.325,-2.24721,0.96652,66,1,,-0.466,0.344
116,House,21921,21,4,IL,100,,,"GARCÍA, Jesús",G000586,1956,,-0.791,-0.408,-2.13336,0.96866,67,1,,-0.522,-0.239
116,House,21979,21,14,IL,100,,,"UNDERWOOD, Lauren",U000040,1986,,-0.499,-0.208,-0.3764,0.9944,67,0,,-0.522,-0.239
116,House,29346,21,1,IL,100,,,"RUSH, Bobby L.",R000515,1946,,-0.479,-0.201,-3.88619,0.94018,63,1,,-0.536,0.536
116,House,29717,21,7,IL,100,,,"DAVIS, Danny K.",D000096,1941,,-0.486,-0.261,-2.79522,0.95853,66,1,,-0.863,-0.343
116,House,29718,21,15,IL,200,,,"SHIMKUS, John M.",S000364,1958,,0.371,0.14,-2.25168,0.96317,60,0,,0.419,0.908
116,House,29911,21,9,IL,100,,,"SCHAKOWSKY, Janice D.",S001145,1944,,-0.607,-0.265,-0.44571,0.99327,66,0,,-0.522,-0.239
116,House,15124,22,1,IN,100,,,"VISCLOSKY, Peter",V000108,1949,,-0.402,0.245,-1.27012,0.98122,67,0,,-0.522,-0.239
116,House,20757,22,7,IN,100,,,"CARSON, André",C001072,1974,,-0.429,0.055,-0.63937,0.9905,67,0,,-0.522,-0.239
116,House,21132,22,8,IN,200,,,"BUCSHON, Larry",B001275,1962,,0.391,0.233,-4.70314,0.92461,60,2,,0.494,0.393
116,House,21330,22,2,IN,200,,,"WALORSKI, Jackie",W000813,1963,,0.445,0.33,-2.57751,0.9617,66,1,,0.484,0.363
116,House,21331,22,5,IN,200,,,"BROOKS, Susan",B001284,1960,,0.374,0.266,-6.55692,0.90543,66,3,,0.373,0.113
116,House,21702,22,3,IN,200,,,"BANKS, James E.",B001299,1979,,0.642,-0.041,-5.90334,0.91566,67,3,,0.504,0.014
116,House,21725,22,9,IN,200,,,"HOLLINGSWORTH, Joseph Albert III",H001074,1983,,0.473,-0.188,-7.75622,0.88912,66,5,,0.518,-0.289
116,House,21903,22,4,IN,200,,,"BAIRD, James",B001307,1945,,0.564,0.251,-2.76684,0.95894,66,1,,0.492,0.379
116,House,21952,22,6,IN,200,,,"PENCE, Gregory",P000615,1956,,0.5,0.223,-4.22188,0.93893,67,3,,0.557,0.085
116,House,20325,31,4,IA,200,,,"KING, Steve",K000362,1949,,0.618,0.228,-15.34172,0.79534,67,6,,0.837,0.069
116,House,20720,31,2,IA,100,,,"LOEBSACK, Dave",L000565,1952,,-0.276,-0.037,-2.50669,0.96273,66,1,,-0.569,0.459
116,House,21902,31,3,IA,100,,,"AXNE, Cynthia",A000378,1965,,-0.2,0.712,-10.59853,0.85369,67,4,,-0.2,0.711
116,House,21918,31,1,IA,100,,,"FINKENAUER, Abby",F000467,1988,,-0.286,0.621,-5.35543,0.92318,67,4,,-0.286,0.621
116,House,21734,32,1,KS,200,,,"MARSHALL, Roger Wayne",M001198,1960,,0.499,0.193,-3.22253,0.95163,65,1,,0.578,0.43
116,House,21750,32,4,KS,200,,,"ESTES, Ron",E000298,1956,,0.552,0.091,-2.88043,0.9573,66,1,,0.579,0.416
116,House,21914,32,3,KS,100,,,"DAVIDS, Sharice",D000629,1980,,-0.153,0.382,-7.17399,0.89846,67,4,,-0.153,0.38
116,House,21982,32,2,KS,200,,,"WATKINS, Steve",W000824,1976,,0.55,0.09,-4.32943,0.93743,67,2,,0.506,0.14
116,House,14854,51,5,KY,200,,,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.333,0.094,-4.7276,0.93187,67,1,,0.433,0.901
116,House,20723,51,3,KY,100,,,"YARMUTH, John",Y000062,1947,,-0.378,-0.273,-0.38209,0.99423,66,0,,-0.5,-0.239
116,House,20916,51,2,KY,200,,,"GUTHRIE, Brett",G000558,1964,,0.413,0.25,-1.81369,0.97329,67,0,,0.433,0.901
116,House,21333,51,6,KY,200,,,"BARR, Garland H. (Andy) IV",B001282,1973,,0.488,0.305,-4.54614,0.93344,66,2,,0.509,0.132
116,House,21565,51,1,KY,200,,,"COMER, James",C001108,1972,,0.593,-0.042,-4.53625,0.92833,61,3,,0.518,-0.09
116,House,31102,51,4,KY,200,,,"MASSIE, Thomas",M001184,1971,,0.667,-0.745,-15.44971,0.76962,59,8,,0.752,-0.659
116,House,20759,45,1,LA,200,,,"SCALISE, Steve",S001176,1965,,0.559,0.129,-2.7936,0.95916,67,1,,0.433,0.901
116,House,21137,45,2,LA,100,,,"RICHMOND, Cedric",R000588,1973,,-0.479,0.325,-4.53024,0.93366,66,1,,-0.863,-0.343
116,House,21522,45,5,LA,200,,,"ABRAHAM, Ralph",A000374,1954,,0.51,0.278,-3.17829,0.94668,58,2,,0.578,0.414
116,House,21523,45,6,LA,200,,,"GRAVES, Garret",G000577,1972,,0.502,-0.076,-2.79273,0.95917,67,0,,0.433,0.901
116,House,21724,45,3,LA,200,,,"HIGGINS, Clay",H001077,1961,,0.542,0.025,-8.83356,0.87648,67,5,,0.629,-0.114
116,House,21727,45,4,LA,200,,,"JOHNSON, Mike",J000299,1972,,0.579,-0.139,-4.24596,0.93581,64,1,,0.642,0.138
116,House,20920,2,1,ME,100,,,"PINGREE, Chellie",P000597,1955,,-0.421,-0.403,-0.35462,0.99447,64,0,,-0.469,-0.251
116,House,21923,2,2,ME,100,,,"GOLDEN, Jared",G000592,1982,,-0.08,0.175,-8.84301,0.87635,67,4,,-0.079,0.173
116,House,14873,52,5,MD,100,,,"HOYER, Steny Hamilton",H000874,1939,,-0.38,0.116,-0.9385,0.98567,65,0,,-0.522,-0.239
116,House,20329,52,2,MD,100,,,"RUPPERSBERGER, C. A. (Dutch)",R000576,1946,,-0.295,0.137,-1.35814,0.97932,65,0,,-0.5,-0.239
116,House,20724,52,3,MD,100,,,"SARBANES, John",S001168,1962,,-0.469,-0.076,-0.42728,0.99364,67,0,,-0.522,-0.239
116,House,21139,52,1,MD,200,,,"HARRIS, Andy",H001052,1957,,0.617,-0.352,-12.70654,0.82725,67,7,,0.75,-0.597
116,House,21707,52,4,MD,100,,,"BROWN, Anthony Gregory",B001304,1961,,-0.343,-0.173,-0.55515,0.99175,67,0,,-0.522,-0.239
116,House,21741,52,8,MD,100,,,"RASKIN, Jamie Ben",R000606,1962,,-0.551,-0.183,-0.38684,0.99416,66,0,,-0.522,-0.239
