congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
96,House,13031,52,7,MD,100,0,1,"MITCHELL, Parren James",M000826,1922,2007.0,-0.526,-0.851,-237.67929,0.785,980,100,,-0.65,-0.76
96,House,14021,52,4,MD,200,0,1,"HOLT, Marjorie Sewell",H000747,1920,,0.368,0.061,-341.89679,0.706,983,147,,0.451,-0.045
96,House,14069,52,1,MD,200,0,1,"BAUMAN, Robert Edmund",B000244,1937,,0.533,-0.116,-268.75228,0.775,1053,119,,0.625,0.063
96,House,14278,52,5,MD,100,0,1,"SPELLMAN, Gladys Noon",S000716,1918,1988.0,-0.308,-0.216,-198.43401,0.801,894,76,,-0.319,-0.143
96,House,14440,52,3,MD,100,0,1,"MIKULSKI, Barbara Ann",M000702,1936,,-0.37,-0.128,-268.11219,0.768,1018,115,,-0.395,-0.138
96,House,14604,52,8,MD,100,0,1,"BARNES, Michael Darr",B000160,1943,,-0.343,-0.513,-202.24157,0.826,1055,71,,-0.379,-0.444
96,House,14608,52,6,MD,100,0,1,"BYRON, Beverly Barton Butcher",B001220,1932,,-0.024,0.516,-346.64715,0.706,995,159,,-0.036,0.379
96,House,830,3,2,MA,100,0,1,"BOLAND, Edward Patrick",B000600,1911,2001.0,-0.306,-0.104,-252.72967,0.774,989,111,,-0.316,-0.018
96,House,2009,3,1,MA,200,0,1,"CONTE, Silvio Ottavio",C000709,1921,1991.0,-0.023,-0.683,-393.51433,0.688,1054,180,,-0.062,-0.621
96,House,7081,3,8,MA,100,0,1,"O'NEILL, Thomas Philip, Jr. (Tip)",O000098,1912,1994.0,-0.402,0.058,,,,,,-0.606,-0.125
96,House,11021,3,10,MA,200,0,1,"HECKLER, Margaret M.",H000440,1931,,-0.007,-0.682,-404.93446,0.663,985,203,,-0.019,-0.611
96,House,13013,3,4,MA,100,0,1,"DRINAN, Robert Frederick",D000499,1920,2007.0,-0.422,-0.71,-188.66634,0.834,1041,80,,-0.454,-0.486
96,House,14039,3,9,MA,100,0,1,"MOAKLEY, John Joseph",M000834,1927,2001.0,-0.418,-0.054,-208.0988,0.811,994,84,,-0.428,0.071
96,House,14055,3,12,MA,100,0,1,"STUDDS, Gerry Eastman",S001040,1937,2006.0,-0.444,-0.593,-184.39971,0.839,1054,70,,-0.427,-0.651
96,House,14216,3,3,MA,100,0,1,"EARLY, Joseph Daniel",E000013,1933,2012.0,-0.254,-0.409,-515.54647,0.584,958,242,,-0.151,-0.421
96,House,14435,3,7,MA,100,0,1,"MARKEY, Edward John",M000133,1946,,-0.504,-0.435,-222.42882,0.8051,1026,86,,-0.416,-0.513
96,House,14621,3,11,MA,100,0,1,"DONNELLY, Brian Joseph",D000416,1946,,-0.291,-0.046,-410.83526,0.657,979,198,,-0.211,-0.168
96,House,14650,3,6,MA,100,0,1,"MAVROULES, Nicholas James",M000264,1929,2003.0,-0.342,-0.023,-292.67867,0.737,960,130,,-0.272,-0.192
96,House,14658,3,5,MA,100,0,1,"SHANNON, James Michael",S000286,1952,,-0.465,-0.387,-180.75631,0.829,966,79,,-0.471,-0.438
96,House,1087,23,19,MI,200,0,1,"BROOMFIELD, William S.",B000890,1922,,0.227,-0.309,-399.47603,0.671,1000,182,,0.296,-0.535
96,House,2594,23,13,MI,100,1,1,"DIGGS, Charles Coles, Jr.",D000344,1922,1998.0,-0.539,-0.088,-91.77273,0.81,436,30,,-0.529,-0.097
96,House,2605,23,16,MI,100,0,1,"DINGELL, John David, Jr.",D000355,1926,,-0.448,0.313,-303.28731,0.719,919,121,,-0.48,0.392
96,House,10540,23,14,MI,100,0,1,"NEDZI, Lucien Norbert",N000019,1925,,-0.427,0.002,-232.46035,0.773,901,99,,-0.508,0.278
96,House,10713,23,1,MI,100,0,1,"CONYERS, John, Jr.",C000714,1929,,-0.658,-0.512,-219.3116,0.75075,765,76,,-0.603,-0.583
96,House,10727,23,15,MI,100,0,1,"FORD, William David",F000270,1927,2004.0,-0.516,0.098,-191.12239,0.798,845,75,,-0.505,0.126
96,House,10794,23,9,MI,200,0,1,"VANDER JAGT, Guy Adrian",V000027,1931,2007.0,0.247,-0.226,-258.72153,0.748,892,110,,0.225,-0.145
96,House,14075,23,8,MI,100,0,1,"TRAXLER, Jerome Bob",T000356,1931,,-0.33,0.126,-297.51017,0.734,962,130,,-0.317,0.156
96,House,14206,23,18,MI,100,0,1,"BLANCHARD, James Johnston",B000538,1942,,-0.352,-0.143,-213.22893,0.81,1009,76,,-0.435,0.05
96,House,14209,23,17,MI,100,0,1,"BRODHEAD, William McNulty",B000862,1941,,-0.463,-0.427,-231.40683,0.797,1022,87,,-0.475,-0.307
96,House,14210,23,6,MI,100,0,1,"CARR, Milton Robert (Bob)",C000178,1943,,-0.254,-0.342,-361.67355,0.697,1001,165,,-0.348,-0.618
96,House,14407,23,12,MI,100,0,1,"BONIOR, David Edward",B000619,1945,,-0.547,-0.006,-221.60109,0.792,952,98,,-0.531,-0.26
96,House,14430,23,7,MI,100,0,1,"KILDEE, Dale Edward",K000172,1929,,-0.385,0.011,-379.7921,0.7,1066,162,,-0.33,-0.534
96,House,14446,23,2,MI,200,0,1,"PURSELL, Carl Duane",P000574,1932,2009.0,0.12,-0.557,-435.19778,0.621,914,210,,-0.018,-0.647
96,House,14450,23,5,MI,200,0,1,"SAWYER, Harold Samuel",S000087,1920,2003.0,0.167,-0.213,-353.08165,0.711,1036,159,,0.205,-0.155
96,House,14453,23,4,MI,200,0,1,"STOCKMAN, David Alan",S000935,1946,,0.401,-0.488,-350.75703,0.674,888,170,,0.401,-0.442
96,House,14600,23,10,MI,100,0,1,"ALBOSTA, Donald Joseph",A000076,1925,2014.0,-0.258,0.294,-345.73381,0.706,992,172,,-0.237,0.336
96,House,14618,23,11,MI,200,0,1,"DAVIS, Robert William",D000131,1932,2009.0,0.098,-0.146,-390.57151,0.673,986,186,,0.141,-0.229
96,House,14673,23,3,MI,100,0,1,"WOLPE, Howard Eliot, III",W000682,1939,2011.0,-0.374,-0.466,-255.54448,0.784,1052,105,,-0.355,-0.459
96,House,14681,23,13,MI,100,1,2,"CROCKETT, George William, Jr.",C000919,1909,1997.0,-0.651,-0.414,-12.68694,0.703,36,6,,-0.641,-0.004
96,House,13015,33,3,MN,200,0,1,"FRENZEL, William Eldridge",F000380,1928,2014.0,0.353,-0.815,-441.81741,0.63,956,217,,0.306,-0.634
96,House,14227,33,2,MN,200,0,1,"HAGEDORN, Thomas Michael",H000012,1943,,0.308,-0.055,-270.21036,0.759,980,114,,0.327,-0.042
96,House,14263,33,6,MN,100,0,1,"NOLAN, Richard Michael",N000127,1943,,-0.372,-0.372,-199.06148,0.76797,754,76,,-0.514,-0.696
96,House,14265,33,8,MN,100,0,1,"OBERSTAR, James Louis",O000006,1934,2014.0,-0.553,0.304,-271.12344,0.775,1062,125,,-0.487,-0.046
96,House,14458,33,4,MN,100,0,1,"VENTO, Bruce Frank",V000087,1940,2000.0,-0.472,-0.376,-243.59613,0.784,1003,96,,-0.448,-0.353
96,House,14466,33,7,MN,200,0,1,"STANGELAND, Arlan Ingehart",S000795,1930,2013.0,0.346,-0.18,-315.55231,0.737,1036,140,,0.366,-0.132
96,House,14623,33,1,MN,200,0,1,"ERDAHL, Arlen Ingolf",E000198,1931,,0.21,-0.663,-390.67688,0.678,1004,199,,0.246,-0.706
96,House,14656,33,5,MN,100,0,1,"SABO, Martin Olav",S000005,1938,2016.0,-0.516,-0.317,-293.78958,0.754,1039,124,,-0.489,-0.38
96,House,10075,46,1,MS,100,0,1,"WHITTEN, Jamie Lloyd",W000428,1910,1995.0,-0.161,0.987,-327.62213,0.716,982,147,,-0.15,0.754
96,House,11035,46,3,MS,100,0,1,"MONTGOMERY, Gillespie V. (Sonny)",M000865,1920,2006.0,0.017,1.0,-271.27451,0.768,1030,126,,0.105,0.994
96,House,14005,46,2,MS,100,0,1,"BOWEN, David Reece",B000682,1932,,-0.134,0.709,-368.79491,0.675,939,176,,-0.136,0.435
96,House,14031,46,5,MS,200,0,1,"LOTT, Chester Trent",L000447,1941,,0.39,0.194,-248.29203,0.781,1002,108,,0.326,0.406
96,House,14634,46,4,MS,200,0,1,"HINSON, Jon Clifton",H000641,1942,1995.0,0.318,0.161,-272.73643,0.755,969,115,,0.317,0.161
96,House,835,34,5,MO,100,0,1,"BOLLING, Richard Walker",B000605,1916,1991.0,-0.504,0.171,-144.97537,0.819,726,66,,-0.556,0.288
96,House,10528,34,8,MO,100,0,1,"ICHORD, Richard Howard, II",I000001,1926,1992.0,0.001,0.707,-457.45577,0.598,889,224,,0.27,0.919
96,House,12004,34,10,MO,100,0,1,"BURLISON, Bill D.",B001113,1931,,-0.475,0.88,-275.96233,0.762,1013,120,,-0.443,0.542
96,House,12009,34,1,MO,100,0,1,"CLAY, William Lacy, Sr.",C000488,1931,,-0.49,-0.872,-207.66074,0.796,910,83,,-0.528,-0.518
96,House,14057,34,7,MO,200,0,1,"TAYLOR, Gene",T000075,1928,1998.0,0.328,0.442,-237.89626,0.789,1002,98,,0.403,0.49
96,House,14410,34,6,MO,200,0,1,"COLEMAN, Earl Thomas",C000618,1943,,0.262,-0.265,-262.8429,0.772,1017,96,,0.259,-0.042
96,House,14421,34,3,MO,100,0,1,"GEPHARDT, Richard Andrew",G000132,1941,,-0.416,0.245,-470.36206,0.624,998,213,,-0.305,-0.037
96,House,14451,34,4,MO,100,0,1,"SKELTON, Isaac Newton, IV (Ike)",S000465,1931,2013.0,-0.172,0.724,-338.11466,0.702,956,160,,-0.214,0.698
96,House,14459,34,9,MO,100,0,1,"VOLKMER, Harold Lee",V000112,1931,2011.0,-0.196,0.329,-578.32254,0.572,1036,249,,-0.138,0.142
96,House,14465,34,2,MO,100,0,1,"YOUNG, Robert Anton, III",Y000051,1923,2007.0,-0.3,0.458,-323.88794,0.723,997,139,,-0.306,0.322
96,House,14437,64,2,MT,200,0,1,"MARLENEE, Ronald Charles",M000139,1935,,0.393,-0.212,-374.07924,0.681,972,164,,0.308,-0.235
96,House,14672,64,1,MT,100,0,1,"WILLIAMS, John Patrick",W000520,1937,,-0.315,-0.138,-449.16828,0.629,969,200,,-0.215,-0.191
96,House,14276,35,3,NE,200,0,1,"SMITH, Virginia Dodd",S000622,1911,2006.0,0.238,0.033,-267.80852,0.773,1039,107,,0.229,-0.033
96,House,14409,35,2,NE,100,0,1,"CAVANAUGH, John Joseph",C000261,1945,,-0.232,-0.33,-469.71395,0.609,947,210,,-0.246,-0.442
96,House,14605,35,1,NE,200,0,1,"BEREUTER, Douglas Kent",B000403,1939,,0.231,-0.347,-386.49024,0.694,1056,191,,0.25,-0.531
96,House,14272,65,1,NV,100,0,1,"SANTINI, James David",S000058,1937,2015.0,-0.074,0.132,-383.44453,0.644,871,195,,-0.017,0.201
96,House,10581,4,2,NH,200,0,1,"CLEVELAND, James Colgate",C000512,1920,1995.0,0.218,-0.343,-373.50015,0.659,897,173,,0.252,-0.111
96,House,14284,4,1,NH,100,0,1,"D'AMOURS, Norman Edward",D000017,1937,,-0.17,-0.19,-389.44736,0.676,996,192,,-0.164,-0.127
96,House,8010,12,10,NJ,100,0,1,"RODINO, Peter Wallace, Jr.",R000374,1909,2005.0,-0.435,-0.224,-139.80079,0.837,786,44,,-0.465,-0.289
96,House,9322,12,4,NJ,100,0,1,"THOMPSON, Frank, Jr.",T000200,1918,1989.0,-0.511,-0.165,-145.98228,0.847,877,59,,-0.497,-0.151
96,House,10609,12,11,NJ,100,0,1,"MINISH, Joseph George",M000796,1916,2007.0,-0.299,-0.098,-304.78325,0.736,995,132,,-0.287,-0.129
96,House,10613,12,15,NJ,100,0,1,"PATTEN, Edward James",P000106,1905,1994.0,-0.424,0.243,-273.7622,0.759,991,113,,-0.548,0.471
96,House,10739,12,3,NJ,100,0,1,"HOWARD, James John",H000840,1927,1988.0,-0.431,-0.018,-224.19826,0.802,1016,91,,-0.396,0.04
96,House,12042,12,8,NJ,100,0,1,"ROE, Robert A.",R000383,1924,2014.0,-0.326,0.123,-261.53141,0.769,997,112,,-0.293,0.102
96,House,12046,12,6,NJ,200,0,1,"FORSYTHE, Edwin Bell",F000286,1916,1984.0,0.326,-0.945,-571.61413,0.57,1018,271,,0.313,-0.95
96,House,14046,12,12,NJ,200,0,1,"RINALDO, Matthew John",R000262,1931,2008.0,0.023,-0.392,-395.16997,0.684,1041,178,,0.01,-0.446
96,House,14221,12,5,NJ,200,0,1,"FENWICK, Millicent Hammond",F000078,1910,1992.0,0.134,-0.976,-556.3183,0.583,1032,271,,0.151,-0.988
96,House,14223,12,1,NJ,100,0,1,"FLORIO, James Joseph",F000215,1937,,-0.318,-0.101,-302.14475,0.741,1009,126,,-0.339,-0.144
96,House,14238,12,2,NJ,100,0,1,"HUGHES, William John",H000930,1932,,-0.153,-0.204,-496.54972,0.62,1037,239,,-0.112,-0.213
96,House,14254,12,7,NJ,100,0,1,"MAGUIRE, Gene Andrew",M000058,1939,,-0.338,-0.941,-251.34797,0.778,1000,106,,-0.4,-0.907
96,House,14426,12,9,NJ,200,0,1,"HOLLENBECK, Harold Capistran",H000722,1938,,-0.042,-0.624,-363.5141,0.687,968,171,,-0.063,-0.704
96,House,14614,12,13,NJ,200,0,1,"COURTER, James Andrew",C000809,1941,,0.269,-0.465,-318.4973,0.737,1046,135,,0.306,-0.374
96,House,14631,12,14,NJ,100,0,1,"GUARINI, Frank Joseph, Jr.",G000511,1924,,-0.295,-0.047,-297.90342,0.745,1011,128,,-0.294,-0.005
96,House,12022,66,1,NM,200,0,1,"LUJÁN, Manuel, Jr.",L000506,1928,,0.272,-0.059,-364.21264,0.691,984,165,,0.246,-0.101
96,House,13038,66,2,NM,100,0,1,"RUNNELS, Harold Lowell",R000510,1924,1980.0,0.091,0.665,-247.75194,0.664,606,105,,0.211,0.368
96,House,9017,13,28,NY,100,0,1,"STRATTON, Samuel Studdiford",S000997,1916,1990.0,-0.139,0.208,-507.30062,0.608,1019,225,,-0.18,0.548
96,House,10500,13,7,NY,100,0,1,"ADDABBO, Joseph Patrick",A000052,1925,1986.0,-0.402,-0.084,-245.33063,0.771,941,104,,-0.41,-0.048
96,House,10551,13,8,NY,100,0,1,"ROSENTHAL, Benjamin Stanley",R000442,1923,1983.0,-0.562,-0.491,-142.02118,0.847,858,46,,-0.57,-0.37
96,House,10596,13,34,NY,200,0,1,"HORTON, Frank Jefferson",H000797,1919,2004.0,-0.004,-0.359,-376.31746,0.676,962,186,,-0.018,-0.336
96,House,10611,13,17,NY,100,0,1,"MURPHY, John Michael",M001098,1926,2015.0,-0.406,0.386,-235.86106,0.743,793,103,,-0.389,0.48
96,House,10638,13,5,NY,200,0,1,"WYDLER, John Waldemar",W000780,1924,1987.0,0.277,-0.592,-412.27567,0.613,842,185,,0.278,-0.479
96,House,10705,13,22,NY,100,0,1,"BINGHAM, Jonathan Brewster",B000472,1914,1986.0,-0.509,-0.488,-166.33544,0.848,1007,60,,-0.54,-0.414
96,House,10712,13,35,NY,200,0,1,"CONABLE, Barber Benjamin, Jr.",C000666,1922,2003.0,0.371,-0.658,-477.0271,0.607,956,239,,0.35,-0.809
96,House,10733,13,32,NY,100,0,1,"HANLEY, James Michael",H000158,1920,2003.0,-0.306,0.147,-243.40905,0.773,947,105,,-0.325,0.252
96,House,10749,13,30,NY,200,0,1,"McEWEN, Robert Cameron",M000433,1920,1997.0,0.234,-0.052,-356.88302,0.632,779,167,,0.174,0.077
96,House,10760,13,24,NY,100,0,1,"OTTINGER, Richard Lawrence",O000134,1929,,-0.391,-0.771,-219.8029,0.808,1033,76,,-0.483,-0.562
96,House,10768,13,11,NY,100,0,1,"SCHEUER, James Haas",S000124,1920,2005.0,-0.478,-0.349,-249.32624,0.77,954,117,,-0.545,0.038
96,House,10784,13,6,NY,100,0,1,"WOLFF, Lester Lionel",W000680,1919,,-0.264,-0.293,-291.06838,0.733,938,118,,-0.288,-0.126
96,House,12003,13,10,NY,100,0,1,"BIAGGI, Mario",B000432,1917,2015.0,-0.339,0.197,-263.85199,0.744,892,118,,-0.342,0.13
96,House,12008,13,12,NY,100,0,1,"CHISHOLM, Shirley Anita",C000371,1924,2005.0,-0.605,-0.319,-165.90618,0.825,862,63,,-0.532,-0.398
96,House,12013,13,25,NY,200,0,1,"FISH, Hamilton, Jr.",F000141,1926,1996.0,0.07,-0.423,-343.31513,0.689,920,155,,0.057,-0.556
96,House,13020,13,38,NY,200,0,1,"KEMP, Jack French",K000086,1935,2009.0,0.3,-0.133,-297.68025,0.726,930,130,,0.289,-0.266
96,House,13021,13,4,NY,200,0,1,"LENT, Norman Frederick",L000243,1931,2012.0,0.183,-0.24,-373.52028,0.687,995,173,,0.144,-0.163
96,House,13033,13,23,NY,100,0,1,"PEYSER, Peter A.",P000280,1921,2014.0,-0.359,-0.099,-213.52833,0.81,1016,81,,-0.364,-0.084
96,House,13035,13,19,NY,100,0,1,"RANGEL, Charles B.",R000053,1930,,-0.514,-0.341,-180.56319,0.832,981,68,,-0.579,-0.262
96,House,14015,13,26,NY,200,0,1,"GILMAN, Benjamin Arthur",G000212,1922,,0.043,-0.425,-445.13536,0.653,1045,226,,0.007,-0.519
96,House,14022,13,16,NY,100,0,1,"HOLTZMAN, Elizabeth",H000752,1941,,-0.493,-0.87,-168.44248,0.806,782,67,,-0.435,-0.901
96,House,14038,13,31,NY,200,0,1,"MITCHELL, Donald Jerome",M000808,1923,2003.0,0.097,-0.163,-361.36569,0.7,1012,167,,0.13,-0.232
96,House,14200,13,3,NY,100,0,1,"AMBRO, Jerome Anthony, Jr.",A000170,1928,1993.0,-0.19,-0.098,-380.73408,0.671,954,189,,-0.158,-0.069
96,House,14214,13,2,NY,100,0,1,"DOWNEY, Thomas Joseph",D000471,1949,,-0.384,-0.341,-214.49798,0.806,993,95,,-0.398,-0.469
96,House,14248,13,36,NY,100,0,1,"LaFALCE, John Joseph",L000556,1939,,-0.357,0.112,-342.78931,0.702,967,143,,-0.329,-0.105
96,House,14253,13,27,NY,100,0,1,"McHUGH, Matthew Francis",M000473,1938,,-0.353,-0.227,-234.66907,0.795,1022,103,,-0.369,-0.284
96,House,14264,13,37,NY,100,0,1,"NOWAK, Henry James",N000163,1935,,-0.332,-0.123,-265.767,0.771,1024,113,,-0.326,-0.16
96,House,14269,13,14,NY,100,0,1,"RICHMOND, Frederick William",R000232,1923,,-0.564,-0.556,-129.18628,0.864,882,48,,-0.587,-0.467
96,House,14277,13,13,NY,100,0,1,"SOLARZ, Stephen Joshua",S000673,1940,2010.0,-0.429,-0.258,-202.05323,0.818,1005,75,,-0.521,-0.069
96,House,14283,13,15,NY,100,0,1,"ZEFERETTI, Leo C.",Z000002,1927,,-0.305,0.285,-288.33576,0.728,907,138,,-0.299,0.32
96,House,14289,13,39,NY,100,0,1,"LUNDINE, Stanley Nelson",L000516,1939,,-0.31,-0.273,-298.15758,0.723,921,141,,-0.302,-0.325
96,House,14463,13,20,NY,100,0,1,"WEISS, Theodore S.",W000258,1927,1992.0,-0.564,-0.71,-237.44952,0.794,1031,89,,-0.539,-0.764
96,House,14470,13,21,NY,100,0,1,"GARCIA, Robert",G000047,1933,,-0.559,-0.349,-131.56418,0.86,870,42,,-0.605,-0.304
96,House,14471,13,18,NY,200,0,1,"GREEN, Sedgwick William (Bill)",G000417,1929,2002.0,-0.044,-0.733,-423.72582,0.665,1038,199,,-0.068,-0.862
96,House,14610,13,1,NY,200,0,1,"CARNEY, William",C000165,1942,,0.326,-0.173,-342.22929,0.717,1029,149,,0.378,-0.182
96,House,14625,13,9,NY,100,0,1,"FERRARO, Geraldine Anne",F000088,1935,2011.0,-0.384,-0.014,-269.39697,0.767,1014,123,,-0.357,0.022
96,House,14642,13,33,NY,200,0,1,"LEE, Gary Alcide",L000192,1933,,0.346,-0.247,-286.93478,0.748,989,120,,0.346,-0.218
96,House,14662,13,29,NY,200,0,1,"SOLOMON, Gerald Brooks Hunt",S000675,1930,2001.0,0.492,-0.333,-322.02556,0.73,1025,139,,0.419,-0.172
96,House,3321,47,2,NC,100,0,1,"FOUNTAIN, Lawrence H.",F000319,1913,2002.0,-0.041,0.73,-378.53901,0.69,1019,180,,-0.029,0.572
96,House,10574,47,10,NC,200,0,1,"BROYHILL, James Thomas",B000966,1927,,0.269,0.021,-369.35735,0.69,994,172,,0.204,-0.008
96,House,10788,47,1,NC,100,0,1,"JONES, Walter Beaman, Sr.",J000256,1913,1992.0,-0.259,0.941,-284.00876,0.731,907,123,,-0.263,0.965
96,House,12027,47,6,NC,100,0,1,"PREYER, Lunsford Richardson",P000520,1919,2001.0,-0.27,0.33,-272.45645,0.767,1026,117,,-0.316,0.382
96,House,14001,47,4,NC,100,0,1,"ANDREWS, Ike Franklin",A000207,1925,2010.0,-0.178,0.481,-341.33914,0.702,966,155,,-0.23,0.553
96,House,14035,47,9,NC,200,0,1,"MARTIN, James Grubbs",M000183,1935,,0.347,-0.168,-336.82517,0.711,988,155,,0.347,-0.197
96,House,14048,47,7,NC,100,0,1,"ROSE, Charles Grandison, III",R000436,1939,2012.0,-0.319,0.573,-270.27342,0.732,866,125,,-0.315,0.574
96,House,14233,47,8,NC,100,0,1,"HEFNER, Willie Gathrel (Bill)",H000448,1930,2009.0,-0.264,0.609,-288.26436,0.741,961,135,,-0.224,0.546
96,House,14262,47,5,NC,100,0,1,"NEAL, Stephen Lybrook",N000016,1934,,-0.145,0.112,-366.42124,0.678,942,175,,-0.132,0.111
96,House,14424,47,11,NC,100,0,1,"GUDGER, Vonno Lamar, Jr.",G000515,1919,2004.0,-0.154,0.474,-326.65187,0.729,1034,140,,-0.18,0.517
96,House,14464,47,3,NC,100,0,1,"WHITLEY, Charles Orville",W000419,1927,2002.0,-0.175,0.73,-312.56539,0.737,1025,138,,-0.228,0.737
96,House,10569,36,1,ND,200,0,1,"ANDREWS, Mark",A000208,1926,,0.087,-0.024,-321.49619,0.716,964,129,,0.19,-0.156
96,House,267,24,9,OH,100,0,1,"ASHLEY, Thomas William Ludlow",A000222,1923,2010.0,-0.35,-0.049,-297.79923,0.716,892,125,,-0.488,0.4
96,House,2533,24,12,OH,200,0,1,"DEVINE, Samuel Leeper",D000279,1915,1997.0,0.502,0.074,-241.30161,0.783,986,107,,0.506,0.143
96,House,5495,24,5,OH,200,0,1,"LATTA, Delbert Leroy",L000116,1920,2016.0,0.391,-0.084,-308.40659,0.736,1005,137,,0.432,0.038
96,House,9623,24,22,OH,100,0,1,"VANIK, Charles Albert",V000047,1913,2007.0,-0.366,-0.374,-267.39214,0.75,931,117,,-0.418,-0.293
96,House,10502,24,17,OH,200,0,1,"ASHBROOK, John Milan",A000221,1928,1982.0,0.612,0.239,-225.04646,0.789,949,99,,0.583,0.285
96,House,10525,24,6,OH,200,0,1,"HARSHA, William Howard",H000281,1921,2010.0,0.188,0.122,-336.03193,0.686,891,136,,0.218,0.159
96,House,10773,24,11,OH,200,0,1,"STANTON, John William",S000804,1924,2002.0,0.135,-0.31,-419.17518,0.663,1020,195,,0.103,-0.237
96,House,10786,24,7,OH,200,0,1,"BROWN, Clarence J., Jr.",B000910,1927,,0.3,-0.284,-273.88738,0.723,845,118,,0.299,-0.124
96,House,11034,24,10,OH,200,0,1,"MILLER, Clarence E.",M000718,1917,2011.0,0.416,-0.304,-395.58277,0.69,1067,181,,0.458,-0.207
96,House,11058,24,15,OH,200,0,1,"WYLIE, Chalmers Pangburn",W000781,1920,1998.0,0.23,-0.13,-357.03873,0.698,993,165,,0.221,-0.286
96,House,12030,24,21,OH,100,0,1,"STOKES, Louis",S000948,1925,2015.0,-0.578,-0.312,-170.27331,0.836,951,65,,-0.593,-0.262
96,House,13040,24,14,OH,100,0,1,"SEIBERLING, John Frederick",S000230,1918,2008.0,-0.496,-0.457,-235.54027,0.795,1026,94,,-0.51,-0.54
96,House,14018,24,4,OH,200,0,1,"GUYER, Tennyson",G000537,1913,1981.0,0.217,-0.059,-259.22168,0.773,1005,106,,0.284,-0.025
96,House,14045,24,16,OH,200,0,1,"REGULA, Ralph Straus",R000141,1924,,0.221,-0.223,-329.16055,0.732,1053,139,,0.227,-0.25
96,House,14070,24,2,OH,100,0,1,"LUKEN, Thomas Andrew",L000508,1925,,-0.163,-0.077,-432.12748,0.638,962,189,,-0.159,0.089
96,House,14225,24,1,OH,200,0,1,"GRADISON, Willis David, Jr.",G000349,1928,,0.233,-0.338,-420.36029,0.668,1043,207,,0.258,-0.581
96,House,14245,24,8,OH,200,0,1,"KINDNESS, Thomas Norman",K000190,1929,2004.0,0.419,-0.051,-310.83146,0.734,1003,141,,0.457,-0.196
96,House,14260,24,23,OH,100,0,1,"MOTTL, Ronald Milton",M001044,1934,,0.021,-0.29,-749.71216,0.469,990,357,,0.095,-0.274
96,House,14402,24,18,OH,100,0,1,"APPLEGATE, Douglas Earl",A000214,1928,,-0.106,0.166,-566.80532,0.551,950,295,,0.031,0.171
96,House,14443,24,20,OH,100,0,1,"OAKAR, Mary Rose",O000001,1940,,-0.4,0.07,-338.41247,0.704,964,145,,-0.331,0.026
96,House,14445,24,13,OH,100,0,1,"PEASE, Donald James",P000170,1931,2002.0,-0.308,-0.329,-333.86546,0.723,1031,139,,-0.325,-0.338
96,House,14632,24,3,OH,100,0,1,"HALL, Tony Patrick",H000074,1942,,-0.28,0.155,-310.00381,0.73,985,140,,-0.368,-0.121
96,House,14671,24,19,OH,200,0,1,"WILLIAMS, Lyle",W000528,1942,2008.0,0.037,-0.139,-335.06286,0.679,865,157,,0.044,-0.156
96,House,8866,53,4,OK,100,0,1,"STEED, Thomas Jefferson",S000829,1904,1983.0,-0.279,0.776,-359.70528,0.67,897,170,,-0.336,0.658
96,House,14026,53,1,OK,100,0,1,"JONES, James Robert",J000232,1939,,-0.095,0.444,-606.63364,0.539,983,254,,-0.196,0.598
96,House,14219,53,6,OK,100,0,1,"ENGLISH, Glenn Lee, Jr.",E000184,1940,,-0.027,0.603,-398.8173,0.682,1042,166,,-0.01,0.832
96,House,14415,53,5,OK,200,0,1,"EDWARDS, Marvin Henry (Mickey)",E000077,1937,,0.394,-0.05,-293.19597,0.735,952,132,,0.4,0.056
96,House,14462,53,3,OK,100,0,1,"WATKINS, Wesley Wade",W000194,1938,,-0.126,0.741,-336.77152,0.713,994,155,,-0.092,0.886
96,House,14667,53,2,OK,100,0,1,"SYNAR, Michael Lynn",S001139,1950,1996.0,-0.321,-0.032,-443.48199,0.654,1045,199,,-0.255,0.174
96,House,9551,72,2,OR,100,0,1,"ULLMAN, Albert Conrad",U000004,1914,1986.0,-0.367,0.405,-235.82666,0.756,845,88,,-0.409,0.352
96,House,10582,72,3,OR,100,0,1,"DUNCAN, Robert Blackford",D000537,1920,2011.0,-0.341,0.409,-310.40422,0.706,890,140,,-0.348,0.292
96,House,14201,72,1,OR,100,0,1,"AuCOIN, Les",A000337,1942,,-0.231,-0.418,-367.86168,0.671,923,164,,-0.234,-0.444
96,House,14281,72,4,OR,100,0,1,"WEAVER, James Howard",W000227,1927,,-0.311,-0.578,-592.62779,0.542,968,242,,-0.178,-0.796
96,House,3224,14,11,PA,100,0,1,"FLOOD, Daniel John",F000209,1903,1994.0,-0.377,0.344,-43.12685,0.718,130,20,,-0.582,0.683
96,House,6661,14,14,PA,100,0,1,"MOORHEAD, William Singer",M000930,1923,1987.0,-0.416,-0.004,-203.25045,0.798,902,87,,-0.483,0.329
96,House,10607,14,10,PA,200,0,1,"McDADE, Joseph Michael",M000399,1931,,0.093,-0.355,-344.20014,0.701,969,161,,0.05,-0.327
